Analógico;Digital;Configurador;ACO;ARE;CALC;PDP;SIS;SME;UFE
RSCAX2_69P0_CARSCAX1_1_MVAR.e;;;;;;;;;
RSCAX2_69P0_CARSCAX1_1_MW.e;;;;;;;;;
RSCAX2_69P0_CARSCAX3_1_MVAR.e;;;;;;;;;
RSCAX2_69P0_CARSCAX3_1_MW.e;;;;;;;;;
RSCAX2_69P0_CARSCAX4_1_MVAR.e;;;;;;;;;
RSCAX2_69P0_CARSCAX4_1_MW.e;;;;;;;;;
RSCAX2_69P0_CARSFCU_1_MVAR.e;;;;;;;;;
RSCAX2_69P0_CARSFCU_1_MW.e;;;;;;;;;
RSCAX2_69P0_CATR2_MVAR.e;;;;;;;;;
RSCAX2_69P0_CATR2_MW.e;;;;;;;;;
RSCAX2_69P0_TR1_S_CARG.e;;;;;;;;;
RSCAX2_CA_69_MW.e;;;;;;;;;
RSCAX5_13P8_CARSAL10_7_MVAR.e;;;;;;;;;
RSCAX5_13P8_CARSAL10_7_MW.e;;;;;;;;;
RSCAX5_13P8_CARSAL10_8_MVAR.e;;;;;;;;;
RSCAX5_13P8_CARSAL10_8_MW.e;;;;;;;;;
RSCAX5_13P8_TR1_S_CARG.e;;;;;;;;;
RSCAX5_13P8_TR2_S_CARG.e;;;;;;;;;
RSCAX5_13P8_TR2_T_CARG.e;;;;;;;;;
RSCAX5_230_LTRSCAX_1_CARG.e;;;;;;;;;
RSCAX5_230_LTRSCNE_1_CARG.e;;;;;;;;;
RSCAX5_230_LTRSFAR_1_CARG.e;;;;;;;;;
RSCAX5_230_LTRSLGR_1_CARG.e;;;;;;;;;
RSCAX5_230_TR1_P_CARG.e;;;;;;;;;
RSCAX5_230_TR2_P_CARG.e;;;;;;;;;
RSCAX5_230_TR3_P_CARG.e;;;;;;;;;
RSCAX5_69P0_CARSCAX1_1_AMP.e;;;;;;;;;
RSCAX5_69P0_CARSCAX1_1_KV.e;;;;;;;;;
RSCAX5_69P0_CARSCAX1_1_MVAR.e;;;;;;;;;
RSCAX5_69P0_CARSCAX1_1_MW.e;;;;;;;;;
RSCAX5_69P0_CARSCAX2_1_AMP.e;;;;;;;;;
RSCAX5_69P0_CARSCAX2_1_KV.e;;;;;;;;;
RSCAX5_69P0_CARSCAX2_1_MVAR.e;;;;;;;;;
RSCAX5_69P0_CARSCAX2_1_MW.e;;;;;;;;;
RSCAX5_69P0_CARSFCU_1_AMP.e;;;;;;;;;
RSCAX5_69P0_CARSFCU_1_KV.e;;;;;;;;;
RSCAX5_69P0_CARSFCU_1_MVAR.e;;;;;;;;;
RSCAX5_69P0_CARSFCU_1_MW.e;;;;;;;;;
RSCAX5_69P0_TR3_S_CARG.e;;;;;;;;;
RSCAX5_CA_13_MW.e;;;;;;;;;
RSCAX5_CA_69_MW.e;;;;;;;;;
RSCAX6_230_LTRSCAX_1_CARG.e;;;;;;;;;
RSCAX6_230_LTRSCNE_1_CARG.e;;;;;;;;;
RSCAX6_230_LTRSCTT_1_CARG.e;;;;;;;;;
RSCAX6_230_TR1_P_CARG.e;;;;;;;;;
RSCAX6_230_TR2_P_CARG.e;;;;;;;;;
RSCAX6_69P0_CARSCAX3_1_MVAR.e;;;;;;;;;
RSCAX6_69P0_CARSCAX3_1_MW.e;;;;;;;;;
RSCAX6_69P0_CARSCAX4_1_MVAR.e;;;;;;;;;
RSCAX6_69P0_CARSCAX4_1_MW.e;;;;;;;;;
RSCAX6_69P0_CARSCAX7_1_MVAR.e;;;;;;;;;
RSCAX6_69P0_CARSCAX7_1_MW.e;;;;;;;;;
RSCAX6_69P0_CARSCAX7_2_MVAR.e;;;;;;;;;
RSCAX6_69P0_CARSCAX7_2_MW.e;;;;;;;;;
RSCAX6_69P0_TR1_S_CARG.e;;;;;;;;;
RSCAX6_69P0_TR2_S_CARG.e;;;;;;;;;
RSCAX6_CA_69_MW.e;;;;;;;;;
RSCAX_230_LTRSCAX5_1_CARG.e;;;;;;;;;
RSCAX_230_LTRSCAX6_1_CARG.e;;;;;;;;;
RSCAX_230_LTRSCBO_1_CARG.e;;;;;;;;;
RSCAX_230_LTRSCBO_2_CARG.e;;;;;;;;;
RSCAX_230_LTRSFAR_1_CARG.e;;;;;;;;;
RSCAX_230_LTRSFAR_2_CARG.e;;;;;;;;;
RSCAX_230_LTRSNPE2_1_CARG.e;;;;;;;;;
RSCAX_230_TR1_S_CARG.e;;;;;;;;;
RSCAX_230_TR2_S_CARG.e;;;;;;;;;
RSCAX_230_TR3_S_CARG.e;;;;;;;;;
RSCAX_525_LTRSCNE_1_CARG.e;;;;;;;;;
RSCAX_525_LTRSCNE_2_CARG.e;;;;;;;;;
RSCAX_525_LTRSGRA_1_CARG.e;;;;;;;;;
RSCAX_525_LTSCCNO_1_CARG.e;;;;;;;;;
RSCAX_525_LTSCYTA_1_CARG.e;;;;;;;;;
RSCAX_525_TR1_P_CARG.e;;;;;;;;;
RSCAX_525_TR2_P_CARG.e;;;;;;;;;
RSCAX_525_TR3_P_CARG.e;;;;;;;;;
RSCBO_230_LTRSCAX_1_CARG.e;;;;;;;;;
RSCBO_230_LTRSCAX_2_CARG.e;;;;;;;;;
RSCBO_230_LTRSGRA2_1_CARG.e;;;;;;;;;
RSCBO_230_LTRSGRA2_2_CARG.e;;;;;;;;;
RSCBO_230_LTRSTAQ_1_CARG.e;;;;;;;;;
RSCBO_230_TR1_P_CARG.e;;;;;;;;;
RSCBO_230_TR2_P_CARG.e;;;;;;;;;
RSCBO_230_TR3_P_CARG.e;;;;;;;;;
RSCBO_230_TR6_P_CARG.e;;;;;;;;;
RSCBO_230_TR7_P_CARG.e;;;;;;;;;
RSCBO_23P0_CARSAL_3_MVAR.e;;;;;;;;;
RSCBO_23P0_CARSAL_3_MW.e;;;;;;;;;
RSCBO_23P0_CARSAL_4_MVAR.e;;;;;;;;;
RSCBO_23P0_CARSAL_4_MW.e;;;;;;;;;
RSCBO_23P0_CARSAL_5_MVAR.e;;;;;;;;;
RSCBO_23P0_CARSAL_5_MW.e;;;;;;;;;
RSCBO_23P0_CARSAL_6_MVAR.e;;;;;;;;;
RSCBO_23P0_CARSAL_6_MW.e;;;;;;;;;
RSCBO_23P0_TR3_S_CARG.e;;;;;;;;;
RSCBO_23P0_TR6_S_CARG.e;;;;;;;;;
RSCBO_69P0_CARSNH3_1_MVAR.e;;;;;;;;;
RSCBO_69P0_CARSNH3_1_MW.e;;;;;;;;;
RSCBO_69P0_CARSNHA_1_MVAR.e;;;;;;;;;
RSCBO_69P0_CARSNHA_1_MW.e;;;;;;;;;
RSCBO_69P0_CARSSAP_1_MVAR.e;;;;;;;;;
RSCBO_69P0_CARSSAP_1_MW.e;;;;;;;;;
RSCBO_69P0_TR1_S_CARG.e;;;;;;;;;
RSCBO_69P0_TR2_S_CARG.e;;;;;;;;;
RSCBO_69P0_TR7_S_CARG.e;;;;;;;;;
RSCBO_CA_23_MW.e;;;;;;;;;
RSCBO_CA_69_MW.e;;;;;;;;;
RSCCH_230_LTRSLIV2_1_CARG.e;;;;;;;;;
RSCCH_230_LTRSLIV3_1_CARG.e;;;;;;;;;
RSCCH_230_TR1_P_CARG.e;;;;;;;;;
RSCCH_230_TR2_P_CARG.e;;;;;;;;;
RSCCH_230_TR3_P_CARG.e;;;;;;;;;
RSCCH_230_TR4_P_CARG.e;;;;;;;;;
RSCCH_230_TR5_P_CARG.e;;;;;;;;;
RSCCH_230_TR6_P_CARG.e;;;;;;;;;
RSCCH_230_TR7_P_CARG.e;;;;;;;;;
RSCCH_34P5_LTRSECC1_1_CARG.e;;;;;;;;;
RSCCH_34P5_LTRSECC1_2_CARG.e;;;;;;;;;
RSCCH_34P5_LTRSECC1_3_CARG.e;;;;;;;;;
RSCCH_34P5_LTRSECC2_2_CARG.e;;;;;;;;;
RSCCH_34P5_LTRSECC2_3_CARG.e;;;;;;;;;
RSCCH_34P5_LTRSECC3_1_CARG.e;;;;;;;;;
RSCCH_34P5_LTRSECC3_2_CARG.e;;;;;;;;;
RSCCH_34P5_LTRSECC3_3_CARG.e;;;;;;;;;
RSCCH_34P5_TR1_S_CARG.e;;;;;;;;;
RSCCH_34P5_TR2_S_CARG.e;;;;;;;;;
RSCCH_34P5_TR3_S_CARG.e;;;;;;;;;
RSCCH_34P5_TR4_S_CARG.e;;;;;;;;;
RSCCH_34P5_TR5_S_CARG.e;;;;;;;;;
RSCCH_34P5_TR6_S_CARG.e;;;;;;;;;
RSCCH_34P5_TR7_S_CARG.e;;;;;;;;;
RSCDL2_230_LTRSNSR_1_CARG.e;;;;;;;;;
RSCDL2_230_LTRSUITA_1_CARG.e;;;;;;;;;
RSCDL2_230_TR1_P_CARG.e;;;;;;;;;
RSCDL2_230_TR2_P_CARG.e;;;;;;;;;
RSCDL2_69P0_CARSAGU_1_MVAR.e;;;;;;;;;
RSCDL2_69P0_CARSAGU_1_MW.e;;;;;;;;;
RSCDL2_69P0_CARSCDS_1_MVAR.e;;;;;;;;;
RSCDL2_69P0_CARSCDS_1_MW.e;;;;;;;;;
RSCDL2_69P0_CARSCND1_1_MVAR.e;;;;;;;;;
RSCDL2_69P0_CARSCND1_1_MW.e;;;;;;;;;
RSCDL2_69P0_CARSCSE_1_MVAR.e;;;;;;;;;
RSCDL2_69P0_CARSCSE_1_MW.e;;;;;;;;;
RSCDL2_69P0_TR1_S_CARG.e;;;;;;;;;
RSCDL2_69P0_TR2_S_CARG.e;;;;;;;;;
RSCDL2_CA_69_MW.e;;;;;;;;;
RSCHA2_69P0_CA01_MVAR.e;;;;;;;;;
RSCHA2_69P0_CA01_MW.e;;;;;;;;;
RSCHA3_230_LTRSCHA_1_CARG.e;;;;;;;;;
RSCHA3_230_LTRSCHA_2_CARG.e;;;;;;;;;
RSCHA3_230_LTRSCIN_1_CARG.e;;;;;;;;;
RSCHA3_230_LTRSGUA3_1_CARG.e;;;;;;;;;
RSCHA3_230_LTRSSCR1_1_CARG.e;;;;;;;;;
RSCHA3_230_TR1_P_CARG.e;;;;;;;;;
RSCHA3_230_TR2_P_CARG.e;;;;;;;;;
RSCHA3_69P0_CARSCHA2_1_MVAR.e;;;;;;;;;
RSCHA3_69P0_CARSCHA2_1_MW.e;;;;;;;;;
RSCHA3_69P0_CARSTAQ_1_MVAR.e;;;;;;;;;
RSCHA3_69P0_CARSTAQ_1_MW.e;;;;;;;;;
RSCHA3_69P0_CARSTRI_1_MVAR.e;;;;;;;;;
RSCHA3_69P0_CARSTRI_1_MW.e;;;;;;;;;
RSCHA3_69P0_TR1_S_CARG.e;;;;;;;;;
RSCHA3_69P0_TR2_S_CARG.e;;;;;;;;;
RSCHA3_CA_138_MW.e;;;;;;;;;
RSCHA_230_LTRSCHA3_1_CARG.e;;;;;;;;;
RSCHA_230_LTRSCHA3_2_CARG.e;;;;;;;;;
RSCHA_230_LTRSCIN_1_CARG.e;;;;;;;;;
RSCHA_230_LTRSSCH2_1_CARG.e;;;;;;;;;
RSCHA_230_LTRSSCH_1_CARG.e;;;;;;;;;
RSCHA_230_LTRSSCR1_1_CARG.e;;;;;;;;;
RSCHA_230_TR5_P_CARG.e;;;;;;;;;
RSCHA_69P0_CARSAFP_1_MVAR.e;;;;;;;;;
RSCHA_69P0_CARSAFP_1_MW.e;;;;;;;;;
RSCHA_69P0_CARSAFP_2_MVAR.e;;;;;;;;;
RSCHA_69P0_CARSAFP_2_MW.e;;;;;;;;;
RSCHA_69P0_CARSCHA2_1_MVAR.e;;;;;;;;;
RSCHA_69P0_CARSCHA2_1_MW.e;;;;;;;;;
RSCHA_69P0_CARSGUA1_1_AMP.e;;;;;;;;;
RSCHA_69P0_CARSGUA1_1_KV.e;;;;;;;;;
RSCHA_69P0_CARSGUA1_1_MVAR.e;;;;;;;;;
RSCHA_69P0_CARSGUA1_1_MW.e;;;;;;;;;
RSCHA_69P0_CARSTQR_1_MVAR.e;;;;;;;;;
RSCHA_69P0_CARSTQR_1_MW.e;;;;;;;;;
RSCHA_69P0_CARSTRI_1_MVAR.e;;;;;;;;;
RSCHA_69P0_CARSTRI_1_MW.e;;;;;;;;;
RSCHA_69P0_TR5_S_CARG.e;;;;;;;;;
RSCHA_CA_69_MW.e;;;;;;;;;
RSCIN_138_LTRSCNA3_1_CARG.e;;;;;;;;;
RSCIN_138_TRAT1_S_CARG.e;;;;;;;;;
RSCIN_138_TRAT2_S_CARG.e;;;;;;;;;
RSCIN_230_CARSSRI1_1_AMP.e;;;;;;;;;
RSCIN_230_CARSSRI1_1_KV.e;;;;;;;;;
RSCIN_230_CARSSRI1_1_MVAR.e;;;;;;;;;
RSCIN_230_CARSSRI1_1_MW.e;;;;;;;;;
RSCIN_230_LTRSCAC3_1_CARG.e;;;;;;;;;
RSCIN_230_LTRSCHA3_1_CARG.e;;;;;;;;;
RSCIN_230_LTRSCNA1_1_CARG.e;;;;;;;;;
RSCIN_230_LTRSCNA2_1_CARG.e;;;;;;;;;
RSCIN_230_LTRSGRA2_2_CARG.e;;;;;;;;;
RSCIN_230_LTRSGRA2_3_CARG.e;;;;;;;;;
RSCIN_230_LTRSGRA2_4_CARG.e;;;;;;;;;
RSCIN_230_LTRSGUA2_1_CARG.e;;;;;;;;;
RSCIN_230_LTRSNSR_1_CARG.e;;;;;;;;;
RSCIN_230_LTRSNSR_2_CARG.e;;;;;;;;;
RSCIN_230_LTRSNSR_3_CARG.e;;;;;;;;;
RSCIN_230_LTRSPAL9_1_CARG.e;;;;;;;;;
RSCIN_230_LTRSPAL9_2_CARG.e;;;;;;;;;
RSCIN_230_LTRSPPE_1_CARG.e;;;;;;;;;
RSCIN_230_LTRSVAI_1_CARG.e;;;;;;;;;
RSCIN_230_TR1_P_CARG.e;;;;;;;;;
RSCIN_230_TR2_P_CARG.e;;;;;;;;;
RSCIN_230_TRAT1_P_CARG.e;;;;;;;;;
RSCIN_230_TRAT2_P_CARG.e;;;;;;;;;
RSCIN_23P0_CAAL10_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL10_MW.e;;;;;;;;;
RSCIN_23P0_CAAL11_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL11_MW.e;;;;;;;;;
RSCIN_23P0_CAAL12_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL12_MW.e;;;;;;;;;
RSCIN_23P0_CAAL1_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL1_MW.e;;;;;;;;;
RSCIN_23P0_CAAL2_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL2_MW.e;;;;;;;;;
RSCIN_23P0_CAAL3_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL3_MW.e;;;;;;;;;
RSCIN_23P0_CAAL4_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL4_MW.e;;;;;;;;;
RSCIN_23P0_CAAL5_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL5_MW.e;;;;;;;;;
RSCIN_23P0_CAAL6_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL6_MW.e;;;;;;;;;
RSCIN_23P0_CAAL7_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL7_MW.e;;;;;;;;;
RSCIN_23P0_CAAL8_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL8_MW.e;;;;;;;;;
RSCIN_23P0_CAAL9_MVAR.e;;;;;;;;;
RSCIN_23P0_CAAL9_MW.e;;;;;;;;;
RSCIN_23P0_TR1_S_CARG.e;;;;;;;;;
RSCIN_23P0_TR2_S_CARG.e;;;;;;;;;
RSCIN_CA_138_MW.e;;;;;;;;;
RSCIN_CA_23_MW.e;;;;;;;;;
RSCLA_69P0_CATR1_MVAR.e;;;;;;;;;
RSCLA_69P0_CATR1_MW.e;;;;;;;;;
RSCMB1_69P0_CATR1_MVAR.e;;;;;;;;;
RSCMB1_69P0_CATR1_MW.e;;;;;;;;;
RSCMB1_69P0_CATR2_MVAR.e;;;;;;;;;
RSCMB1_69P0_CATR2_MW.e;;;;;;;;;
RSCMB1_69P0_CATR3_MVAR.e;;;;;;;;;
RSCMB1_69P0_CATR3_MW.e;;;;;;;;;
RSCNA1_230_LTRSCIN_1_CARG.e;;;;;;;;;
RSCNA1_230_LTRSPAL9_1_CARG.e;;;;;;;;;
RSCNA1_230_TR1_P_CARG.e;;;;;;;;;
RSCNA1_230_TR2_P_CARG.e;;;;;;;;;
RSCNA1_230_TRP_P_CARG.e;;;;;;;;;
RSCNA1_23P0_CARSAL00_1_MVAR.e;;;;;;;;;
RSCNA1_23P0_CARSAL00_1_MW.e;;;;;;;;;
RSCNA1_23P0_TR1_S_CARG.e;;;;;;;;;
RSCNA1_23P0_TR2_S_CARG.e;;;;;;;;;
RSCNA1_23P0_TRP_S_CARG.e;;;;;;;;;
RSCNA1_CA_23_MW.e;;;;;;;;;
RSCNA2_230_LTRSCAC3_1_CARG.e;;;;;;;;;
RSCNA2_230_LTRSCIN_1_CARG.e;;;;;;;;;
RSCNA2_230_LTRSGRA2_1_CARG.e;;;;;;;;;
RSCNA2_230_LTRSUTCA_1_CARG.e;;;;;;;;;
RSCNA2_230_LTRSUTCA_2_CARG.e;;;;;;;;;
RSCNA3_138_CARSTR1_MVAR.e;;;;;;;;;
RSCNA3_138_CARSTR1_MW.e;;;;;;;;;
RSCNA3_138_CARSTR2_MVAR.e;;;;;;;;;
RSCNA3_138_CARSTR2_MW.e;;;;;;;;;
RSCNA3_138_CARSTR3_MVAR.e;;;;;;;;;
RSCNA3_138_CARSTR3_MW.e;;;;;;;;;
RSCNA3_138_LTRSCAC1_1_CARG.e;;;;;;;;;
RSCNA3_138_LTRSCIN_1_CARG.e;;;;;;;;;
RSCNE_138_CARSCAX8_1_MVAR.e;;;;;;;;;
RSCNE_138_CARSCAX8_1_MW.e;;;;;;;;;
RSCNE_138_CARSCAX8_2_MVAR.e;;;;;;;;;
RSCNE_138_CARSCAX8_2_MW.e;;;;;;;;;
RSCNE_138_TR5_S_CARG.e;;;;;;;;;
RSCNE_138_TR6_S_CARG.e;;;;;;;;;
RSCNE_138_TR7_S_CARG.e;;;;;;;;;
RSCNE_230_LTRSCAX2_1_CARG.e;;;;;;;;;
RSCNE_230_LTRSCAX5_1_CARG.e;;;;;;;;;
RSCNE_230_LTRSCAX6_1_CARG.e;;;;;;;;;
RSCNE_230_LTRSFAR_1_CARG.e;;;;;;;;;
RSCNE_230_LTRSFAR_2_CARG.e;;;;;;;;;
RSCNE_230_LTRSMCL_1_CARG.e;;;;;;;;;
RSCNE_230_LTRSVIN_1_CARG.e;;;;;;;;;
RSCNE_230_TR1_S_CARG.e;;;;;;;;;
RSCNE_230_TR2_S_CARG.e;;;;;;;;;
RSCNE_230_TR3_S_CARG.e;;;;;;;;;
RSCNE_230_TR5_P_CARG.e;;;;;;;;;
RSCNE_230_TR6_P_CARG.e;;;;;;;;;
RSCNE_230_TR7_P_CARG.e;;;;;;;;;
RSCNE_525_LTRSCAX_1_CARG.e;;;;;;;;;
RSCNE_525_LTRSCAX_2_CARG.e;;;;;;;;;
RSCNE_525_LTSCCNO_1_CARG.e;;;;;;;;;
RSCNE_525_LTSCYTA_1_CARG.e;;;;;;;;;
RSCNE_525_TR1_P_CARG.e;;;;;;;;;
RSCNE_525_TR2_P_CARG.e;;;;;;;;;
RSCNE_525_TR3_P_CARG.e;;;;;;;;;
RSCPS_138_CARSPAL_1_MVAR.e;;;;;;;;;
RSCPS_138_CARSPAL_1_MW.e;;;;;;;;;
RSCPS_138_TR7TF1_S_CARG.e;;;;;;;;;
RSCPS_138_TR7TF2_S_CARG.e;;;;;;;;;
RSCPS_230_LTRSVIA3_1_CARG.e;;;;;;;;;
RSCPS_230_TR7TF1_P_CARG.e;;;;;;;;;
RSCPS_230_TR7TF2_P_CARG.e;;;;;;;;;
RSCPS_230_TR9TF1_S_CARG.e;;;;;;;;;
RSCPS_230_TR9TF2_S_CARG.e;;;;;;;;;
RSCPS_525_LTRSGRA_1_CARG.e;;;;;;;;;
RSCPS_525_LTRSGUA3_1_CARG.e;;;;;;;;;
RSCPS_525_TR9TF1_P_CARG.e;;;;;;;;;
RSCPS_525_TR9TF2_P_CARG.e;;;;;;;;;
RSCRU_69P0_CARSSCI_1_MVAR.e;;;;;;;;;
RSCRU_69P0_CARSSCI_1_MW.e;;;;;;;;;
RSCRU_69P0_CATR1_MVAR.e;;;;;;;;;
RSCRU_69P0_CATR1_MW.e;;;;;;;;;
RSCRU_69P0_CATR2_MVAR.e;;;;;;;;;
RSCRU_69P0_CATR2_MW.e;;;;;;;;;
RSCTA2_230_LTRSBAG2_1_CARG.e;;;;;;;;;
RSCTA2_230_LTRSBAG2_2_CARG.e;;;;;;;;;
RSCTA2_230_LTRSPME_1_CARG.e;;;;;;;;;
RSCTA2_230_TR2_S_CARG.e;;;;;;;;;
RSCTA2_230_TR3_S_CARG.e;;;;;;;;;
RSCTA2_525_LTRSGUA3_1_CARG.e;;;;;;;;;
RSCTA2_525_LTRSGUA3_2_CARG.e;;;;;;;;;
RSCTA2_525_LTRSUTPS_1_CARG.e;;;;;;;;;
RSCTA2_525_TR2_P_CARG.e;;;;;;;;;
RSCTA2_525_TR3_P_CARG.e;;;;;;;;;
RSCTA_230_LTRSPME_1_CARG.e;;;;;;;;;
RSCTA_230_TR1_S_CARG.e;;;;;;;;;
RSCTA_525_LTRSUTPS_1_CARG.e;;;;;;;;;
RSCTA_525_LTUYMLO_1_CARG.e;;;;;;;;;
RSCTA_525_TR1_P_CARG.e;;;;;;;;;
RSCTT_230_CATR1_AMP.e;;;;;;;;;
RSCTT_230_CATR1_KV.e;;;;;;;;;
RSCTT_230_CATR1_MVAR.e;;;;;;;;;
RSCTT_230_CATR1_MW.e;;;;;;;;;
RSCTT_230_CATR1_TAP.e;;;;;;;;;
RSCTT_230_CATR2_AMP.e;;;;;;;;;
RSCTT_230_CATR2_KV.e;;;;;;;;;
RSCTT_230_CATR2_MVAR.e;;;;;;;;;
RSCTT_230_CATR2_MW.e;;;;;;;;;
RSCTT_230_LTRSCAX2_1_CARG.e;;;;;;;;;
RSCTT_230_LTRSCAX6_1_CARG.e;;;;;;;;;
RSCUR_132_CARSPLI_1_AMP.e;;;;;;;;;
RSCUR_132_CARSPLI_1_AMP_2.e;;;;;;;;;
RSCUR_132_CARSPLI_1_KV.e;;;;;;;;;
RSCUR_132_CARSPLI_1_MVAR.e;;;;;;;;;
RSCUR_132_CARSPLI_1_MW.e;;;;;;;;;
RSCUR_132_TR1_P_CARG.e;;;;;;;;;
RSCUR_13P8_TR1_S_CARG.e;;;;;;;;;
RSCUR_13P8_TR4_S_CARG.e;;;;;;;;;
RSCUR_230_LTRSURU5_1_CARG.e;;;;;;;;;
RSCUR_230_TR4_P_CARG.e;;;;;;;;;
RSECC1_34P5_LTRSCCH_2_CARG.e;;;;;;;;;
RSECC2_34P5_LTRSCCH_1_CARG.e;;;;;;;;;
RSECC2_34P5_LTRSCCH_2_CARG.e;;;;;;;;;
RSECC3_34P5_LTRSCCH_1_CARG.e;;;;;;;;;
RSECC3_34P5_LTRSCCH_2_CARG.e;;;;;;;;;
RSECC3_34P5_LTRSCCH_3_CARG.e;;;;;;;;;
RSELD_230_LTRSGUA2_1_CARG.e;;;;;;;;;
RSELD_230_LTRSPAL9_1_CARG.e;;;;;;;;;
RSELD_230_TR1_P_CARG.e;;;;;;;;;
RSELD_23P0_CARSELD_1_MVAR.e;;;;;;;;;
RSELD_23P0_CARSELD_1_MW.e;;;;;;;;;
RSELD_23P0_TR1_S_CARG.e;;;;;;;;;
RSELD_CA_23_MW.e;;;;;;;;;
RSERE1_138_CARSERB_1_MVAR.e;;;;;;;;;
RSERE1_138_CARSERB_1_MW.e;;;;;;;;;
RSERE1_138_CATR1_MVAR.e;;;;;;;;;
RSERE1_138_CATR1_MW.e;;;;;;;;;
RSERE1_138_CATR2_MVAR.e;;;;;;;;;
RSERE1_138_CATR2_MW.e;;;;;;;;;
RSEST_69P0_CARSCPG2_1_MVAR.e;;;;;;;;;
RSEST_69P0_CARSCPG2_1_MW.e;;;;;;;;;
RSEST_69P0_CATR1_MVAR.e;;;;;;;;;
RSEST_69P0_CATR1_MW.e;;;;;;;;;
RSFAR1_69P0_CARSCAX1_1_MVAR.e;;;;;;;;;
RSFAR1_69P0_CARSCAX1_1_MW.e;;;;;;;;;
RSFAR1_69P0_CARSFAR2_1_MVAR.e;;;;;;;;;
RSFAR1_69P0_CARSFAR2_1_MW.e;;;;;;;;;
RSFAR1_69P0_CARSFEL_1_MVAR.e;;;;;;;;;
RSFAR1_69P0_CARSFEL_1_MW.e;;;;;;;;;
RSFAR1_69P0_CARSVIN_1_MVAR.e;;;;;;;;;
RSFAR1_69P0_CARSVIN_1_MW.e;;;;;;;;;
RSFAR1_69P0_CATR1_MVAR.e;;;;;;;;;
RSFAR1_69P0_CATR1_MW.e;;;;;;;;;
RSFAR1_69P0_CATR2_MVAR.e;;;;;;;;;
RSFAR1_69P0_CATR2_MW.e;;;;;;;;;
RSFAR1_69P0_CATR5_MVAR.e;;;;;;;;;
RSFAR1_69P0_CATR5_MW.e;;;;;;;;;
RSFAR_230_LTRSCAX2_1_CARG.e;;;;;;;;;
RSFAR_230_LTRSCAX5_1_CARG.e;;;;;;;;;
RSFAR_230_LTRSCAX_1_CARG.e;;;;;;;;;
RSFAR_230_LTRSCAX_2_CARG.e;;;;;;;;;
RSFAR_230_LTRSCNE_1_CARG.e;;;;;;;;;
RSFAR_230_LTRSCNE_2_CARG.e;;;;;;;;;
RSFAR_230_LTRSGAR1_1_CARG.e;;;;;;;;;
RSFAR_230_LTRSMCL_1_CARG.e;;;;;;;;;
RSFAR_230_LTRSMCL_2_CARG.e;;;;;;;;;
RSFAR_230_LTRSSCH2_1_CARG.e;;;;;;;;;
RSFAR_230_LTRSSCH_1_CARG.e;;;;;;;;;
RSFAR_230_TR1_P_CARG.e;;;;;;;;;
RSFAR_230_TR2_P_CARG.e;;;;;;;;;
RSFAR_230_TR3_P_CARG.e;;;;;;;;;
RSFAR_69P0_TR1_S_CARG.e;;;;;;;;;
RSFAR_69P0_TR2_S_CARG.e;;;;;;;;;
RSFAR_69P0_TR3_S_CARG.e;;;;;;;;;
RSFAR_CA_69_MW.e;;;;;;;;;
RSFCO_138_CARSCCI_1_MVAR.e;;;;;;;;;
RSFCO_138_CARSCCI_1_MW.e;;;;;;;;;
RSFCO_138_CARSPNT_1_AMP.e;;;;;;;;;
RSFCO_138_CARSPNT_1_MVAR.e;;;;;;;;;
RSFCO_138_CARSPNT_1_MW.e;;;;;;;;;
RSFCO_138_TRTF1_S_CARG.e;;;;;;;;;
RSFCO_138_TRTF2_S_CARG.e;;;;;;;;;
RSFCO_138_TRTF3_S_CARG.e;;;;;;;;;
RSFCO_138_TRTF4_S_CARG.e;;;;;;;;;
RSFCO_230_LTRSGRT_1_CARG.e;;;;;;;;;
RSFCO_230_LTSCPIN2_1_CARG.e;;;;;;;;;
RSFCO_230_LTSCPIN2_2_CARG.e;;;;;;;;;
RSFCO_230_LTSCXAN_1_CARG.e;;;;;;;;;
RSFCO_230_LTSCXAN_2_CARG.e;;;;;;;;;
RSFCO_230_TRTF1_P_CARG.e;;;;;;;;;
RSFCO_230_TRTF2_P_CARG.e;;;;;;;;;
RSFCO_230_TRTF3_P_CARG.e;;;;;;;;;
RSFCO_230_TRTF4_P_CARG.e;;;;;;;;;
RSFCO_CA_138_MW.e;;;;;;;;;
RSFIB_230_CATR1_MVAR.e;;;;;;;;;
RSFIB_230_CATR1_MW.e;;;;;;;;;
RSFIB_230_CATR2_MVAR.e;;;;;;;;;
RSFIB_230_CATR2_MW.e;;;;;;;;;
RSFIB_230_LTRSGRA3_1_CARG.e;;;;;;;;;
RSFIB_230_LTRSOSO2_1_CARG.e;;;;;;;;;
